District,Borewell_ID,Borewell_Depth_ft,Water_Table_Depth_ft,Pump_Age_years,Daily_Usage_hours,Soil_Type,Region_Type,Annual_Rainfall_mm,Maintenance_Frequency_per_year,Motor_Temperature_C,Vibration_Level_mms,Voltage_Fluctuation_pct,Water_Yield_LPH,Casing_Pipe_Age_years,Failure_Risk_Score,Failure_Risk_Category,Failure_Within_6Months
Vizianagaram,BW-VIZ-00158,163.6,36.3,0.5,8.1,Sandy Clay,Coastal Andhra,503.2,3,54.1,0.1,10.3,2365,0.8,31.3,Low,0
Vizianagaram,BW-VIZ-00159,305.0,12.5,5.0,12.7,Sandy Clay,Coastal Andhra,350.0,0,64.8,2.3,10.4,2462,5.0,74.3,High,1
Vizianagaram,BW-VIZ-00160,226.2,20.0,6.5,6.1,Sandy Clay,Coastal Andhra,422.1,3,65.5,2.6,13.3,2078,5.8,68.1,High,0
Vizianagaram,BW-VIZ-00161,131.2,23.4,2.7,10.2,Sandy Clay,Coastal Andhra,316.8,2,57.6,1.52,8.1,2081,0.3,51.5,Medium,0
Vizianagaram,BW-VIZ-00162,292.4,33.1,2.0,7.1,Sandy Clay,Coastal Andhra,325.9,4,49.3,2.22,8.0,2788,3.6,30.0,Low,0
Vizianagaram,BW-VIZ-00163,334.1,20.2,3.2,9.2,Sandy Loam,Coastal Andhra,300,3,55.1,2.13,9.3,2644,4.1,40.4,Medium,1
Vizianagaram,BW-VIZ-00164,75.6,25.6,0.3,4.7,Sandy Clay,Coastal Andhra,581.5,1,52.1,1.54,3.4,2231,0,22.1,Low,0
Vizianagaram,BW-VIZ-00165,329.2,27.0,1.2,7.2,Sandy Clay,Coastal Andhra,510.2,5,49.0,2.1,4.8,2813,2.8,32.5,Low,0
Vizianagaram,BW-VIZ-00166,328.8,7.4,7.5,8.8,Sandy Loam,Coastal Andhra,629.8,2,65.1,3.47,12.0,3168,6.7,77.8,High,0
Vizianagaram,BW-VIZ-00167,221.3,26.8,1.3,4.3,Sandy Loam,Coastal Andhra,369.0,6,54.1,2.17,6.5,2487,0,25.6,Low,0
Vizianagaram,BW-VIZ-00168,310.6,19.6,1.6,9.7,Sandy Clay,Coastal Andhra,718.3,2,54.6,2.01,8.2,2949,3.4,48.3,Medium,0
Vizianagaram,BW-VIZ-00169,188.6,16.3,2.1,10.4,Sandy Clay,Coastal Andhra,645.4,2,55.3,1.96,9.0,2295,2.9,45.6,Medium,1
Vizianagaram,BW-VIZ-00170,143.8,30.1,2.4,12.6,Sandy Loam,Coastal Andhra,415.6,0,66.7,1.05,11.7,2472,1.1,62.3,Medium,1
Vizianagaram,BW-VIZ-00171,316.6,21.4,6.7,9.6,Sandy Clay,Coastal Andhra,384.3,2,59.8,3.06,4.2,2613,4.3,52.6,Medium,1
Vizianagaram,BW-VIZ-00172,227.0,32.2,7.3,5.2,Sandy Loam,Coastal Andhra,490.0,1,51.9,2.18,2.2,2718,3.6,45.5,Medium,0
Vizianagaram,BW-VIZ-00173,286.2,19.4,0.6,12.0,Sandy Loam,Coastal Andhra,642.8,2,51.3,2.47,12.1,3013,3.9,36.8,Medium,0
Vizianagaram,BW-VIZ-00174,305.2,24.5,1.4,10.2,Sandy Clay,Coastal Andhra,316.3,2,58.7,1.76,10.1,2877,4.7,46.4,Medium,1
Vizianagaram,BW-VIZ-00175,250.5,13.2,8.3,10.5,Sandy Clay,Coastal Andhra,710.0,1,59.0,4.56,13.5,2738,8.0,83.0,High,1
Vizianagaram,BW-VIZ-00176,324.1,23.0,0.1,5.9,Sandy Clay,Coastal Andhra,491.9,1,53.4,2.51,5.1,2511,0,33.1,Low,0
Vizianagaram,BW-VIZ-00177,314.1,23.4,10.4,10.2,Sandy Loam,Coastal Andhra,604.3,1,62.0,4.7,11.5,2978,10.6,89.2,High,1
Vizianagaram,BW-VIZ-00178,282.0,6.4,2.8,10.2,Sandy Loam,Coastal Andhra,427.3,3,67.6,1.27,14.9,2518,3.4,60.0,Medium,1
Vizianagaram,BW-VIZ-00179,265.0,14.6,4.1,12.3,Sandy Loam,Coastal Andhra,565.1,2,58.1,2.5,3.8,2560,3.1,50.2,Medium,1
Vizianagaram,BW-VIZ-00180,187.1,11.4,4.3,9.6,Sandy Loam,Coastal Andhra,362.5,3,58.5,2.08,2.5,2935,0.0,25.5,Low,0
Vizianagaram,BW-VIZ-00181,244.8,23.1,6.8,8.5,Sandy Loam,Coastal Andhra,381.5,3,56.1,4.15,10.1,2630,7.1,69.5,High,1
Vizianagaram,BW-VIZ-00182,151.2,14.4,0.7,3.4,Sandy Clay,Coastal Andhra,334.7,2,54.0,3.35,5.7,2109,0.9,21.6,Low,0
Vizianagaram,BW-VIZ-00183,373.8,28.8,1.1,8.0,Sandy Clay,Coastal Andhra,388.9,3,50.8,0.87,9.0,2286,0,28.2,Low,0
Vizianagaram,BW-VIZ-00184,285.0,19.1,4.3,7.8,Sandy Clay,Coastal Andhra,814.5,1,60.8,3.44,3.6,3039,3.7,63.2,Medium,0
Vizianagaram,BW-VIZ-00185,303.5,23.0,4.0,6.1,Sandy Loam,Coastal Andhra,404.0,1,60.3,2.16,7.7,2601,6.2,55.4,Medium,1
Vizianagaram,BW-VIZ-00186,352.6,17.9,4.7,8.6,Sandy Loam,Coastal Andhra,370.7,2,51.5,1.05,5.2,2547,3.5,34.7,Low,0
Vizianagaram,BW-VIZ-00187,392.0,27.3,7.4,14.3,Sandy Clay,Coastal Andhra,571.9,0,61.6,3.63,10.7,2873,7.0,91.2,High,1
Vizianagaram,BW-VIZ-00188,332.3,26.1,4.4,5.4,Sandy Clay,Coastal Andhra,518.1,2,56.6,2.84,7.5,2859,5.2,55.9,Medium,0
Vizianagaram,BW-VIZ-00189,356.4,21.6,6.0,4.3,Sandy Clay,Coastal Andhra,369.2,2,53.5,1.67,4.9,2595,5.8,46.9,Medium,1
Vizianagaram,BW-VIZ-00190,228.8,21.9,2.9,11.1,Sandy Clay,Coastal Andhra,520.6,3,53.6,1.22,10.2,2890,3.9,36.0,Medium,0
Vizianagaram,BW-VIZ-00191,313.5,7.9,6.5,9.9,Sandy Loam,Coastal Andhra,386.1,2,60.4,3.32,13.7,2545,7.6,72.9,High,1
Vizianagaram,BW-VIZ-00192,247.2,20.9,2.3,7.1,Sandy Clay,Coastal Andhra,590.8,4,51.4,1.69,10.4,2758,3.6,34.1,Low,0
Vizianagaram,BW-VIZ-00193,313.3,5.6,6.4,12.0,Sandy Loam,Coastal Andhra,546.4,1,71.0,4.38,12.4,2855,7.6,92.9,High,1
Vizianagaram,BW-VIZ-00194,240.0,34.3,3.0,3.8,Sandy Clay,Coastal Andhra,634.2,4,56.8,3.75,10.2,2745,4.0,41.6,Medium,0
Vizianagaram,BW-VIZ-00195,395.0,11.6,17.1,4.2,Sandy Loam,Coastal Andhra,548.5,3,59.6,7.36,3.9,2645,17.1,100.0,High,1
Vizianagaram,BW-VIZ-00196,298.2,17.4,0.1,12.0,Sandy Loam,Coastal Andhra,367.6,5,48.4,1.67,6.7,2647,1.1,29.5,Low,0
Vizianagaram,BW-VIZ-00197,252.8,16.4,0.2,7.6,Sandy Clay,Coastal Andhra,575.5,4,55.2,0.42,4.8,2847,0,24.7,Low,0
Vizianagaram,BW-VIZ-00198,268.8,29.7,0.4,7.4,Sandy Clay,Coastal Andhra,420.0,4,50.1,0.4,7.3,2088,0,18.1,Low,0
Vizianagaram,BW-VIZ-00199,246.3,18.1,21.7,6.6,Sandy Loam,Coastal Andhra,441.5,2,68.1,6.96,6.6,2522,18.3,100.0,High,1
Vizianagaram,BW-VIZ-00200,297.0,17.1,2.5,5.5,Sandy Clay,Coastal Andhra,522.1,3,59.5,0.86,18.8,2698,2.4,36.3,Medium,1
Vizianagaram,BW-VIZ-00201,219.6,5.0,10.4,6.1,Sandy Clay,Coastal Andhra,557.8,3,63.4,2.69,9.5,2707,10.2,74.2,High,1
Vizianagaram,BW-VIZ-00202,277.0,33.7,4.1,7.8,Sandy Clay,Coastal Andhra,436.9,2,51.4,3.03,0.1,2687,6.6,34.8,Low,0
Vizianagaram,BW-VIZ-00203,273.5,37.9,1.6,10.6,Sandy Clay,Coastal Andhra,345.0,1,52.8,0.68,9.2,2655,0,36.3,Medium,0
Vizianagaram,BW-VIZ-00204,281.1,11.3,2.8,11.6,Sandy Clay,Coastal Andhra,641.6,0,55.9,2.35,8.8,2509,1.7,57.4,Medium,1
Vizianagaram,BW-VIZ-00205,315.7,17.2,1.8,11.7,Sandy Clay,Coastal Andhra,300,1,55.8,0.83,5.7,2267,2.9,38.7,Medium,1
Vizianagaram,BW-VIZ-00206,349.7,19.6,3.8,9.4,Sandy Loam,Coastal Andhra,640.6,2,54.3,1.1,6.5,3537,2.6,40.9,Medium,0
Vizianagaram,BW-VIZ-00207,627.5,24.2,0.3,6.5,Sandy Loam,Coastal Andhra,494.5,2,49.4,1.44,6.3,2228,0.4,27.6,Low,0
Vizianagaram,BW-VIZ-00208,236.0,29.9,3.0,9.1,Sandy Loam,Coastal Andhra,589.1,2,54.0,1.77,8.5,3202,1.9,42.0,Medium,1
Vizianagaram,BW-VIZ-00209,262.8,18.6,19.5,8.6,Sandy Clay,Coastal Andhra,604.3,2,66.6,8.88,6.2,3051,20.5,100.0,High,0
Vizianagaram,BW-VIZ-00210,146.3,11.4,0.5,6.8,Sandy Loam,Coastal Andhra,576.9,3,53.7,0.1,7.2,2813,0,5.2,Low,0
Vizianagaram,BW-VIZ-00211,253.2,36.7,8.3,12.6,Sandy Clay,Coastal Andhra,386.1,3,69.8,3.76,15.0,2899,9.2,81.6,High,1
Vizianagaram,BW-VIZ-00212,221.7,16.1,2.5,7.2,Sandy Clay,Coastal Andhra,527.5,0,57.3,0.26,14.9,2968,4.9,46.0,Medium,0
Vizianagaram,BW-VIZ-00213,286.9,27.4,2.5,11.8,Sandy Loam,Coastal Andhra,556.0,5,59.0,1.13,10.0,2414,4.2,45.2,Medium,0
Vizianagaram,BW-VIZ-00214,336.4,32.2,0.2,14.2,Sandy Clay,Coastal Andhra,530.9,0,56.2,0.99,3.0,2116,1.0,37.7,Medium,1
Vizianagaram,BW-VIZ-00215,244.0,21.1,3.7,4.0,Sandy Loam,Coastal Andhra,551.5,2,46.0,2.08,9.7,3084,4.8,33.0,Low,0
Vizianagaram,BW-VIZ-00216,58.0,8.0,11.0,4.1,Sandy Loam,Coastal Andhra,549.3,3,61.6,6.7,7.3,2768,9.9,74.6,High,1
Vizianagaram,BW-VIZ-00217,185.3,23.7,21.3,9.5,Sandy Loam,Coastal Andhra,384.5,0,75.2,8.95,7.2,2420,24.7,100.0,High,1
Vizianagaram,BW-VIZ-00218,357.9,5.0,10.8,11.6,Sandy Loam,Coastal Andhra,465.4,1,70.6,4.01,4.9,2551,11.7,93.0,High,1
Vizianagaram,BW-VIZ-00219,235.6,17.1,10.5,6.4,Sandy Loam,Coastal Andhra,501.7,2,60.4,4.4,1.7,3121,10.3,77.0,High,1
Vizianagaram,BW-VIZ-00220,418.6,21.7,6.8,6.5,Sandy Loam,Coastal Andhra,518.2,1,59.3,4.87,13.0,2929,10.1,77.2,High,1
Vizianagaram,BW-VIZ-00221,379.4,19.7,4.3,2.7,Sandy Clay,Coastal Andhra,680.9,1,57.8,1.46,5.2,3250,5.6,42.2,Medium,1
Vizianagaram,BW-VIZ-00222,379.7,33.3,7.0,4.5,Sandy Clay,Coastal Andhra,300,1,57.9,3.2,13.0,2949,7.9,66.0,High,0
Vizianagaram,BW-VIZ-00223,200.5,18.6,0.6,9.0,Sandy Loam,Coastal Andhra,455.2,1,51.0,1.04,6.0,2694,0,27.5,Low,0
Vizianagaram,BW-VIZ-00224,233.7,20.7,0.1,11.0,Sandy Clay,Coastal Andhra,300,0,57.5,1.47,14.0,2823,0,45.3,Medium,1
Vizianagaram,BW-VIZ-00225,338.4,18.2,4.8,6.2,Sandy Clay,Coastal Andhra,486.7,3,58.2,2.29,4.4,1823,4.6,40.0,Medium,0
Vizianagaram,BW-VIZ-00226,75.5,25.5,1.1,8.9,Sandy Clay,Coastal Andhra,444.9,1,48.8,0.1,5.2,2522,3.8,31.1,Low,1
Vizianagaram,BW-VIZ-00227,205.3,32.7,1.3,10.3,Sandy Loam,Coastal Andhra,324.0,3,58.7,1.84,6.0,2815,0,37.5,Medium,0
Vizianagaram,BW-VIZ-00228,211.3,24.0,2.7,10.7,Sandy Clay,Coastal Andhra,572.6,0,63.1,1.93,12.5,2662,0.3,51.6,Medium,0
Vizianagaram,BW-VIZ-00229,88.6,7.8,2.4,8.6,Sandy Clay,Coastal Andhra,526.7,2,53.8,1.39,13.1,2526,4.7,49.3,Medium,0
Vizianagaram,BW-VIZ-00230,347.0,16.5,6.8,12.6,Sandy Loam,Coastal Andhra,411.8,3,58.8,4.47,10.9,3051,10.1,75.9,High,1
Vizianagaram,BW-VIZ-00231,308.0,28.7,0.3,11.7,Sandy Clay,Coastal Andhra,371.5,3,53.4,1.26,15.6,2873,0,30.9,Low,0
Visakhapatnam,BW-VIS-00232,476.5,50.9,4.2,11.2,Sandy Clay,Coastal Andhra,380.3,2,67.9,2.38,12.1,2545,0.9,64.3,Medium,0
Visakhapatnam,BW-VIS-00233,304.2,40.9,2.1,4.6,Sandy Clay,Coastal Andhra,391.4,2,57.4,3.81,12.7,2287,3.4,48.8,Medium,1
Visakhapatnam,BW-VIS-00234,307.7,31.8,3.1,10.2,Sandy Clay,Coastal Andhra,344.3,0,56.0,1.96,5.0,2722,4.9,67.0,High,1
Visakhapatnam,BW-VIS-00235,349.6,20.7,5.6,6.2,Sandy Clay,Coastal Andhra,424.7,0,62.2,0.19,6.8,3021,2.8,54.8,Medium,1
Visakhapatnam,BW-VIS-00236,134.5,31.4,6.7,11.4,Sandy Clay,Coastal Andhra,390.0,0,68.5,3.82,9.3,2889,4.4,86.2,High,0
Visakhapatnam,BW-VIS-00237,302.0,52.0,5.8,2.8,Sandy Clay,Coastal Andhra,493.5,2,58.0,5.26,4.1,2658,4.9,50.4,Medium,0
Visakhapatnam,BW-VIS-00238,178.9,43.2,10.3,6.2,Sandy Loam,Coastal Andhra,600.4,2,63.0,5.89,9.0,2470,10.3,91.5,High,1
Visakhapatnam,BW-VIS-00239,263.6,27.0,7.3,10.4,Sandy Clay,Coastal Andhra,455.1,1,63.8,4.16,7.4,3010,3.2,65.6,High,1
Visakhapatnam,BW-VIS-00240,428.8,35.7,3.2,5.1,Sandy Clay,Coastal Andhra,509.4,2,52.8,1.18,0.0,2315,3.6,20.2,Low,0
Visakhapatnam,BW-VIS-00241,372.6,36.2,2.9,13.9,Sandy Clay,Coastal Andhra,548.1,1,59.0,0.68,8.5,3125,1.5,60.0,Medium,1
Visakhapatnam,BW-VIS-00242,248.7,31.3,3.0,5.8,Sandy Clay,Coastal Andhra,759.8,1,57.2,3.18,12.8,3206,4.0,53.2,Medium,0
Visakhapatnam,BW-VIS-00243,217.7,38.9,14.3,5.6,Sandy Loam,Coastal Andhra,736.7,1,64.3,7.17,2.5,3514,11.1,93.3,High,1
Visakhapatnam,BW-VIS-00244,363.2,32.3,17.0,1.0,Sandy Loam,Coastal Andhra,419.0,5,71.4,6.21,6.4,2433,17.9,100.0,High,1
Visakhapatnam,BW-VIS-00245,358.7,36.1,1.5,7.8,Sandy Loam,Coastal Andhra,652.3,4,59.6,1.98,8.9,2317,0.3,46.2,Medium,0
Visakhapatnam,BW-VIS-00246,386.1,56.1,1.5,13.8,Sandy Clay,Coastal Andhra,668.0,1,52.5,1.88,10.2,2548,3.7,52.3,Medium,0
Visakhapatnam,BW-VIS-00247,247.6,34.8,1.4,7.6,Sandy Loam,Coastal Andhra,630.7,2,53.5,0.21,6.5,3269,0.3,37.3,Medium,0
Visakhapatnam,BW-VIS-00248,298.5,42.3,0.3,4.0,Sandy Clay,Coastal Andhra,445.5,1,50.1,1.06,7.1,2605,0.7,21.6,Low,0
Visakhapatnam,BW-VIS-00249,302.3,40.5,0.9,1.7,Sandy Loam,Coastal Andhra,366.4,0,42.3,1.19,15.1,2565,2.9,36.3,Medium,0
Visakhapatnam,BW-VIS-00250,136.7,30.5,1.6,11.1,Sandy Loam,Coastal Andhra,392.3,3,56.2,1.33,2.8,2433,2.8,35.5,Medium,0
Visakhapatnam,BW-VIS-00251,285.0,40.5,1.2,11.2,Sandy Clay,Coastal Andhra,404.5,4,61.8,0.1,9.7,2713,0.0,24.8,Low,0
Visakhapatnam,BW-VIS-00252,216.6,41.1,3.0,4.5,Sandy Loam,Coastal Andhra,679.7,3,56.1,0.69,15.4,3409,1.8,46.6,Medium,1
Visakhapatnam,BW-VIS-00253,241.4,47.6,5.0,4.8,Sandy Loam,Coastal Andhra,452.2,4,61.9,1.46,5.6,2025,6.8,47.6,Medium,1
Visakhapatnam,BW-VIS-00254,270.3,23.2,8.0,6.9,Sandy Loam,Coastal Andhra,527.9,2,49.6,5.0,5.0,3000,8.1,58.7,Medium,1
Visakhapatnam,BW-VIS-00255,312.1,45.4,5.5,11.9,Sandy Clay,Coastal Andhra,400.2,3,56.0,1.8,5.4,3181,4.9,54.9,Medium,0
Visakhapatnam,BW-VIS-00256,300.1,32.1,0.6,4.1,Sandy Clay,Coastal Andhra,648.8,1,54.8,1.82,6.4,3474,0.7,25.5,Low,0
Visakhapatnam,BW-VIS-00257,309.7,41.8,34.8,11.0,Sandy Loam,Coastal Andhra,540.3,1,82.5,12.27,7.1,3282,32.9,100.0,High,1
Visakhapatnam,BW-VIS-00258,365.0,44.3,2.2,6.8,Sandy Clay,Coastal Andhra,381.7,5,58.6,2.44,6.9,2121,0,38.1,Medium,0
Visakhapatnam,BW-VIS-00259,122.3,32.4,6.2,10.3,Sandy Clay,Coastal Andhra,571.6,1,58.0,3.74,5.5,2846,4.5,64.0,Medium,0
Visakhapatnam,BW-VIS-00260,171.7,25.9,0.4,7.9,Sandy Clay,Coastal Andhra,531.0,1,56.8,0.67,8.9,2830,0,38.8,Medium,1
Visakhapatnam,BW-VIS-00261,303.3,40.6,6.9,1.7,Sandy Loam,Coastal Andhra,618.8,2,53.9,3.76,5.5,3094,6.9,55.0,Medium,0
Visakhapatnam,BW-VIS-00262,317.3,36.8,11.7,5.8,Sandy Clay,Coastal Andhra,492.2,2,62.6,5.02,8.3,3001,12.5,85.3,High,1
Visakhapatnam,BW-VIS-00263,260.6,40.6,4.8,5.4,Sandy Loam,Coastal Andhra,564.0,3,62.0,3.86,11.4,2951,6.0,57.4,Medium,0
Visakhapatnam,BW-VIS-00264,202.6,36.2,13.0,12.4,Sandy Clay,Coastal Andhra,483.2,1,65.7,7.11,9.2,2765,15.1,100.0,High,1
Visakhapatnam,BW-VIS-00265,164.2,27.0,4.4,7.5,Sandy Clay,Coastal Andhra,525.8,2,49.6,4.49,5.8,3119,6.4,47.3,Medium,1
Visakhapatnam,BW-VIS-00266,388.2,41.9,3.3,7.1,Sandy Loam,Coastal Andhra,595.2,2,53.4,1.67,7.5,2599,0,29.6,Low,0
Visakhapatnam,BW-VIS-00267,352.9,41.8,1.1,8.5,Sandy Loam,Coastal Andhra,300,1,60.3,0.1,8.7,2299,1.7,43.7,Medium,1
Visakhapatnam,BW-VIS-00268,246.2,37.1,9.7,2.1,Sandy Clay,Coastal Andhra,474.5,4,60.5,4.55,14.0,2703,8.3,63.3,Medium,0
Visakhapatnam,BW-VIS-00269,397.4,30.1,0.0,6.4,Sandy Loam,Coastal Andhra,372.3,3,51.7,0.1,4.8,2370,0,7.2,Low,0
Visakhapatnam,BW-VIS-00270,263.6,21.3,0.7,4.8,Sandy Loam,Coastal Andhra,453.8,1,48.6,1.49,9.2,2805,0,26.3,Low,0
Visakhapatnam,BW-VIS-00271,255.5,42.6,1.1,8.2,Sandy Clay,Coastal Andhra,380.8,4,46.9,0.1,3.9,2172,4.2,20.8,Low,0
Visakhapatnam,BW-VIS-00272,203.0,33.8,4.2,10.4,Sandy Loam,Coastal Andhra,397.2,1,53.3,0.81,8.4,2461,5.5,49.3,Medium,1
Visakhapatnam,BW-VIS-00273,280.3,42.4,0.9,8.8,Sandy Clay,Coastal Andhra,358.9,3,59.8,1.72,10.0,2459,0.1,35.2,Medium,0
Visakhapatnam,BW-VIS-00274,395.5,26.7,1.0,9.1,Sandy Clay,Coastal Andhra,426.3,1,57.4,0.23,5.2,3104,3.5,42.3,Medium,0
Visakhapatnam,BW-VIS-00275,332.1,34.0,3.8,9.5,Sandy Loam,Coastal Andhra,460.6,0,54.2,3.38,11.2,2669,2.8,57.4,Medium,1
Visakhapatnam,BW-VIS-00276,264.6,32.1,1.0,7.2,Sandy Clay,Coastal Andhra,372.6,1,55.2,1.04,7.8,2760,0,31.4,Low,0
Visakhapatnam,BW-VIS-00277,378.7,39.0,4.6,6.7,Sandy Clay,Coastal Andhra,411.3,2,62.1,2.76,12.8,2112,3.7,58.3,Medium,0
Visakhapatnam,BW-VIS-00278,357.6,36.8,2.5,9.6,Sandy Clay,Coastal Andhra,583.1,3,53.9,0.1,10.3,2598,2.4,39.4,Medium,0
Visakhapatnam,BW-VIS-00279,340.6,39.2,8.1,9.1,Sandy Loam,Coastal Andhra,700.3,1,65.9,3.6,4.2,3200,9.0,69.3,High,1
Visakhapatnam,BW-VIS-00280,436.2,40.3,1.4,5.5,Sandy Loam,Coastal Andhra,489.5,1,57.4,1.63,10.2,3187,3.4,46.3,Medium,1
Visakhapatnam,BW-VIS-00281,266.5,29.6,1.4,9.4,Sandy Clay,Coastal Andhra,580.6,1,61.1,2.44,14.1,2754,3.3,60.0,Medium,1
Visakhapatnam,BW-VIS-00282,301.0,33.4,13.7,5.7,Sandy Loam,Coastal Andhra,450.5,3,67.6,6.15,11.7,2536,13.0,91.0,High,1
Visakhapatnam,BW-VIS-00283,455.9,40.4,6.1,6.2,Sandy Clay,Coastal Andhra,575.6,0,56.1,3.9,0.5,2876,4.9,56.6,Medium,0
Visakhapatnam,BW-VIS-00284,357.5,38.3,1.8,5.9,Sandy Loam,Coastal Andhra,675.0,3,51.3,1.68,2.0,2403,1.1,23.8,Low,0
Visakhapatnam,BW-VIS-00285,446.5,48.8,4.0,9.1,Sandy Loam,Coastal Andhra,437.4,1,57.6,1.17,10.0,2335,0,58.6,Medium,1
Visakhapatnam,BW-VIS-00286,339.7,22.1,16.2,10.5,Sandy Loam,Coastal Andhra,300,2,75.1,7.03,6.7,2275,16.2,100.0,High,0
Visakhapatnam,BW-VIS-00287,341.0,57.1,1.6,6.1,Sandy Clay,Coastal Andhra,414.2,0,58.6,1.43,5.6,2556,0,39.4,Medium,1
Visakhapatnam,BW-VIS-00288,235.2,37.3,11.1,3.3,Sandy Clay,Coastal Andhra,760.4,0,50.5,5.57,2.3,2653,10.1,70.4,High,1
Visakhapatnam,BW-VIS-00289,260.3,39.7,20.3,10.4,Sandy Loam,Coastal Andhra,694.5,2,68.7,7.27,7.5,3059,23.5,100.0,High,1
Visakhapatnam,BW-VIS-00290,302.0,25.0,2.5,11.4,Sandy Loam,Coastal Andhra,664.4,1,55.6,1.37,1.5,2854,2.9,44.3,Medium,1
Visakhapatnam,BW-VIS-00291,340.0,49.6,3.1,10.5,Sandy Clay,Coastal Andhra,381.0,2,57.0,2.45,5.5,2159,3.8,53.2,Medium,1
Visakhapatnam,BW-VIS-00292,432.4,36.6,1.5,8.3,Sandy Clay,Coastal Andhra,465.2,2,52.3,2.91,6.6,2513,0.6,36.5,Medium,1
Visakhapatnam,BW-VIS-00293,278.2,48.4,13.0,5.4,Sandy Loam,Coastal Andhra,520.0,3,66.1,5.4,9.7,2357,13.2,85.0,High,1
Visakhapatnam,BW-VIS-00294,239.6,42.7,8.0,6.1,Sandy Clay,Coastal Andhra,645.5,1,62.5,3.58,6.0,2545,7.7,65.0,High,0
Visakhapatnam,BW-VIS-00295,162.7,50.4,3.5,10.2,Sandy Loam,Coastal Andhra,470.9,0,52.6,1.02,0.4,2403,1.8,40.0,Medium,0
Visakhapatnam,BW-VIS-00296,391.4,51.4,3.3,13.0,Sandy Clay,Coastal Andhra,628.4,1,60.6,1.62,13.1,2692,1.8,62.5,Medium,0
Visakhapatnam,BW-VIS-00297,333.5,40.0,5.2,8.9,Sandy Loam,Coastal Andhra,408.1,2,49.4,4.22,7.9,2492,6.0,55.1,Medium,0
Visakhapatnam,BW-VIS-00298,290.3,32.7,21.4,8.3,Sandy Loam,Coastal Andhra,464.3,2,76.0,7.41,7.0,2170,17.7,100.0,High,1
Visakhapatnam,BW-VIS-00299,275.9,41.6,2.5,8.9,Sandy Clay,Coastal Andhra,383.3,2,57.0,0.77,11.9,2149,2.5,54.2,Medium,1
Visakhapatnam,BW-VIS-00300,314.8,41.1,3.4,15.9,Sandy Clay,Coastal Andhra,581.3,3,61.1,2.41,8.7,2179,0,49.8,Medium,0
Visakhapatnam,BW-VIS-00301,191.8,39.9,2.0,3.3,Sandy Clay,Coastal Andhra,404.7,1,51.4,0.39,8.6,2053,0.6,30.4,Low,0
Visakhapatnam,BW-VIS-00302,237.5,35.9,20.4,9.3,Sandy Clay,Coastal Andhra,505.5,2,80.4,7.63,10.2,2754,20.1,100.0,High,1
Visakhapatnam,BW-VIS-00303,248.3,28.5,22.8,11.5,Sandy Clay,Coastal Andhra,518.0,2,83.8,8.37,15.7,2570,22.8,100.0,High,1
Visakhapatnam,BW-VIS-00304,268.2,49.4,4.0,12.1,Sandy Loam,Coastal Andhra,503.0,2,57.2,4.67,1.8,2762,4.7,55.2,Medium,0
Visakhapatnam,BW-VIS-00305,314.3,46.4,5.2,12.3,Sandy Clay,Coastal Andhra,300,0,57.3,3.2,4.4,2236,3.5,56.6,Medium,0
Visakhapatnam,BW-VIS-00306,331.9,37.4,2.3,8.8,Sandy Loam,Coastal Andhra,484.1,2,49.3,1.12,5.9,2028,6.2,35.8,Medium,1
Visakhapatnam,BW-VIS-00307,86.2,27.4,5.2,10.9,Sandy Clay,Coastal Andhra,445.1,1,65.7,3.66,8.7,2787,7.5,72.3,High,1
Visakhapatnam,BW-VIS-00308,395.3,36.8,1.5,3.4,Sandy Clay,Coastal Andhra,381.8,1,48.6,0.4,4.8,2263,3.9,30.2,Low,0
Anakapalli,BW-ANA-00309,271.5,27.5,18.6,10.2,Sandy Loam,Coastal Andhra,363.5,0,75.8,7.41,4.4,2599,17.3,100.0,High,1
Anakapalli,BW-ANA-00310,367.7,16.2,0.4,5.3,Sandy Loam,Coastal Andhra,444.1,3,52.6,2.2,0.8,2992,0,25.7,Low,0
Anakapalli,BW-ANA-00311,220.9,29.0,5.0,2.7,Sandy Clay,Coastal Andhra,538.9,3,50.1,2.63,17.1,2709,4.6,39.0,Medium,0
Anakapalli,BW-ANA-00312,122.6,23.2,0.9,9.0,Sandy Loam,Coastal Andhra,624.2,3,62.6,2.21,9.8,3305,0,28.3,Low,1
Anakapalli,BW-ANA-00313,289.9,19.8,3.4,2.6,Sandy Clay,Coastal Andhra,619.3,0,44.4,4.31,10.6,2885,4.2,43.0,Medium,0
Anakapalli,BW-ANA-00314,378.3,28.6,0.5,6.8,Sandy Clay,Coastal Andhra,517.5,1,55.7,1.94,10.3,2785,0,36.8,Medium,0
Anakapalli,BW-ANA-00315,374.0,14.0,36.4,5.1,Sandy Clay,Coastal Andhra,629.6,1,87.5,14.63,11.8,2558,34.6,100.0,High,1
Anakapalli,BW-ANA-00316,264.4,20.9,2.7,10.6,Sandy Loam,Coastal Andhra,373.0,1,54.6,2.66,0.0,2674,3.8,33.0,Low,1
Anakapalli,BW-ANA-00317,295.4,24.7,3.9,4.7,Sandy Loam,Coastal Andhra,408.6,2,52.6,2.74,6.5,2913,6.6,45.0,Medium,0
Anakapalli,BW-ANA-00318,60.9,10.9,0.5,9.6,Sandy Clay,Coastal Andhra,537.3,1,51.0,2.55,1.7,2936,2.5,23.3,Low,1
